Date,Ticker,Headline
2024-07-19,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-07-22,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-07-22,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-07-22,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-07-23,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-07-23,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-07-23,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-07-24,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-07-24,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-07-24,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-07-24,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-07-24,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-07-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-07-25,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-07-25,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-07-25,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-07-26,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-07-26,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-07-29,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-07-29,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-07-30,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-07-30,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-07-30,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-07-31,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-07-31,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-07-31,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-01,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-01,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-01,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-01,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-01,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-08-01,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-02,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-02,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-08-02,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-02,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-02,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-05,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-08-05,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-05,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-06,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-08-06,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-06,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-08-06,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-07,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-07,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-08-08,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-08-08,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-08-08,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-08,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-09,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-09,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-09,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-12,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-12,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-08-12,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-13,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-08-13,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-13,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-14,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-14,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-08-14,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-14,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-14,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-08-16,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-08-16,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-16,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-16,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-19,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-19,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-08-20,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-20,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-08-20,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-08-20,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-21,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-21,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-21,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-21,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-08-22,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-22,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-23,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-08-23,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-23,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-08-26,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-26,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-08-26,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-08-26,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-08-27,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-08-27,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-28,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-28,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-08-28,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-08-28,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-28,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-08-29,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-29,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-08-29,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-08-29,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-08-30,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-08-30,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-08-30,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-08-30,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-08-30,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-02,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-09-02,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-03,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-03,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-03,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-03,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-09-03,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-03,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-04,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-04,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-04,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-09-04,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-04,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-04,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-09-05,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-05,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-05,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-05,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-06,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-06,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-09-06,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-09,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-09,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-09-09,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-09,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-10,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-10,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-09-10,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-09-11,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-11,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-11,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-11,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-12,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-09-12,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-12,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-12,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-09-12,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-09-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-13,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-09-13,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-16,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-16,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-16,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-09-16,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-17,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-17,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-17,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-09-17,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-17,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-18,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-09-18,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-18,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-09-18,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-18,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-19,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-19,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-09-19,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-09-19,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-20,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-20,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-09-20,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-09-20,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-20,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-23,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-23,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-09-23,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-23,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-24,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-24,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-09-24,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-09-25,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-25,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-09-26,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-26,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-26,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-26,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-26,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-09-27,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-27,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-09-27,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-09-27,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-09-27,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-30,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-09-30,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-09-30,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-09-30,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-09-30,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-09-30,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-01,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-01,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-10-01,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-10-03,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-10-03,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-03,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-03,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-04,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-10-04,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-10-04,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-07,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-10-07,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-07,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-07,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-07,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-07,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-08,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-08,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-09,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-09,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-09,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-09,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-09,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-10,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-10,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-10-10,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-10,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-10,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-11,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-11,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-10-11,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-10-11,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-14,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-14,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-14,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-15,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-15,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-15,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-10-15,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-15,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-16,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-10-16,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-16,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-16,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-17,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-17,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-18,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-10-18,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-18,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-18,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-21,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-21,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-21,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-10-21,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-21,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-22,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-22,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-22,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-10-22,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-23,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-23,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-10-23,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-24,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-24,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-10-24,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-10-24,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-25,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-10-25,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-10-25,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-25,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-10-25,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-28,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-28,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-28,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-28,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-29,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-10-29,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-10-29,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-10-29,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-10-29,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-10-30,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-10-30,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-10-30,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-10-31,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-10-31,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-10-31,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-11-01,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-01,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-11-01,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-01,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-11-04,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-04,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-11-04,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-11-04,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-05,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-05,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-11-05,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-11-05,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-11-05,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-06,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-11-06,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-11-06,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-06,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-06,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-11-06,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-11-07,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-07,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-11-08,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-08,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-11-08,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-11-08,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-11,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-11,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-11,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-11-11,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-11-11,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2024-11-12,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-12,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-11-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-11-13,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-13,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-13,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-11-13,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-14,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2024-11-14,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-14,^NSEBANK,Private bank net interest margins experience unexpected compression.
2024-11-14,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-14,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-11-18,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-18,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-11-19,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-11-19,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-11-19,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-11-19,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-21,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2024-11-21,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-11-21,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-21,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2024-11-21,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-22,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2024-11-22,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2024-11-22,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2024-11-22,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2024-11-22,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2024-11-22,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-11-25,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2024-11-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2024-11-25,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2024-11-25,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2024-11-26,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
